F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Target
0.720405867,0.454024245,1.029484176,0.325453327,0.692088124,0.406186266,1.291159444,1.348259258,0.605826008,0.705609572,0.272197393,0.060406321,0.817427368,0.33043931,0.003316216,0.604152193,0.388569176,1.077076073,1.170904856,0.894336158,2
0.894598621,0.396825481,0.572896031,0.265468748,2.162601309,0.272837032,0.480090431,0.814236992,1.134726511,0.637408612,0.505773564,0.446070351,0.096065781,0.901260914,0.352920013,0.662252026,0.484236836,1.078685857,1.14077607,0.683405516,2
2.41358814,0.42359007,0.574273383,0.257308323,1.614189011,0.297753463,0.48886312,0.8254837,0.949641758,0.65061005,0.500439671,0.437887727,0.097341865,0.914822251,0.359104457,0.720326466,0.575909941,1.052316745,1.15846242,0.787866867,2
0.10494106,0.519847342,0.403271846,0.024984802,1.510702743,1.46480012,2.423744505,2.732259105,0.176846288,1.673091863,0.411187099,0.237930528,1.139564568,0.243720516,2.411742781,1.031909011,0.911786148,1.147556306,1.254998654,1.109893783,3
0.10494106,0.519847342,0.403271846,0.024984802,1.510702743,0.411187099,0.237930528,1.139564568,0.243720516,2.411742781,1.46480012,2.423744505,2.732259105,0.176846288,1.673091863,1.031909011,0.911786148,1.147556306,1.254998654,1.109893783,3
0.10494106,0.024984802,1.510702743,0.519847342,0.403271846,1.46480012,0.176846288,1.673091863,2.423744505,2.732259105,0.411187099,0.243720516,2.411742781,0.237930528,1.139564568,1.031909011,0.911786148,1.147556306,1.254998654,1.109893783,3
0.1271126,0.516282989,0.403187034,0.020755875,1.529664759,1.428292021,2.425180573,2.716696561,0.220744456,1.733774996,0.436180738,0.234122596,1.151479828,0.306516352,2.407551928,1.04383622,0.904048455,1.147019593,1.255511242,1.21935617,3
0.091242619,0.46887097,0.40079678,0.096314515,1.394297272,1.443196977,2.364217815,2.735124016,0.172760641,1.703583094,0.395420983,0.25439699,1.14448451,0.250296619,2.368345198,1.018889933,0.896586501,1.144522137,1.25329541,1.239497899,3
0.800851653,0.217927305,0.361890061,0.074013528,0.41667725,0.48671298,0.566020614,0.797527454,0.018693072,0.55170332,0.217763669,1.239101014,0.883387954,1.713998098,0.403278208,0.583303079,0.436418385,1.150391219,1.254573447,1.021967678,3
0.823023194,0.214362952,0.361805249,0.0697846,0.435639265,0.450204881,0.567456682,0.78196491,0.06259124,0.612386453,0.242757308,1.235293082,0.895303214,1.776793934,0.399087355,0.595230288,0.443636303,1.149629478,1.255311063,1.169903646,3
0.787153212,0.166950933,0.359414995,0.14534324,0.300271779,0.465109836,0.506493924,0.800392364,0.014607425,0.582194551,0.201997553,1.255567476,0.888307896,1.720574201,0.359880625,0.570284001,0.444108127,1.147046388,1.253180865,1.195637642,3
0.073317172,1.157086494,1.014517355,0.065207736,2.122143919,1.008930034,2.902050302,2.162373463,0.176454696,0.673401542,0.199258365,0.19110017,1.284740015,1.764174896,3.007934463,1.186846041,0.974310954,1.141398754,1.233496781,1.081757064,3
0.096910411,1.172776292,0.8414083,0.018055556,2.245237784,1.055696038,2.862655442,2.723749462,0.169152515,1.23417055,0.236430135,0.207052443,1.392546439,0.770063091,3.081955462,1.207190661,1.022540503,1.125926,1.234378272,1.010069083,3
5.146135717,2.930369078,3.776005514,4.855877253,4.452947581,4.286589873,2.919475856,1.506705544,2.366651361,3.941663805,3.119990773,2.40854391,5.43462092,5.173165406,5.43462092,3.850224234,1.212332767,4.929981199,5.13880067,2.771943631,4
5.146135717,2.930369078,3.776005514,4.855877253,4.452947581,3.119990773,2.40854391,5.43462092,5.173165406,5.43462092,4.286589873,2.919475856,1.506705544,2.366651361,3.941663805,3.850224234,1.212332767,4.929981199,5.13880067,2.771943631,4
5.146135717,4.855877253,4.452947581,2.930369078,3.776005514,4.286589873,2.366651361,3.941663805,2.919475856,1.506705544,3.119990773,5.173165406,5.43462092,2.40854391,5.43462092,3.850224234,1.212332767,4.929981199,5.13880067,2.771943631,4
5.17406861,2.895964903,3.770733276,4.841606882,4.457111476,4.282158664,2.896631144,1.497503283,2.331550967,3.951015678,3.145790996,2.462458394,5.39393955,5.138741771,5.442709641,3.845465682,1.210220378,4.931978732,5.141448262,3.074048393,4
5.099447589,2.952192514,3.680348255,4.831483725,4.45978375,4.350529015,2.933519574,1.534664796,2.384370215,3.918532719,3.051227437,2.479409906,5.386869458,5.033567208,5.421579533,3.834501713,1.185488061,4.924215592,5.132668215,3.154765089,4
3.356260623,2.991069391,4.245043876,4.613680019,3.746405813,2.992997385,3.175328196,0.107809691,1.213292002,1.436614493,2.048353873,5.43462092,3.878546345,5.43462092,0.787718901,3.030824163,1.576545629,4.934512335,5.137740275,2.655342856,4
3.384193517,2.956665216,4.239771638,4.599409648,3.750569708,2.988566175,3.152483484,0.09860743,1.178191608,1.445966366,2.074154096,5.488535404,3.837864974,5.400197285,0.795807622,3.026065611,1.577861129,4.936573361,5.140324374,2.920896031,4
3.309572495,3.012892827,4.149386618,4.589286492,3.753241982,3.056936526,3.189371915,0.135768943,1.231010856,1.413483407,1.979590536,5.505486916,3.830794883,5.295022722,0.774677514,3.015101642,1.56256766,4.928520026,5.131834522,2.979884371,4
1.369970094,2.764421386,2.819410509,4.855877253,4.452947581,4.844347042,3.375188724,2.894722554,2.645665436,3.532951646,2.946011009,2.277572138,5.43462092,6.233765387,5.43462092,3.72547284,1.346740549,4.878491305,5.074373663,3.04757014,4
6.241869317,2.783233498,2.897124422,4.855877253,4.452947581,4.855877253,3.295582988,2.891111839,2.642340089,3.974976257,2.947649808,1.874958571,5.43462092,6.241869317,5.43462092,4.054977335,1.358501779,4.942792657,5.150830532,2.728874028,4
0.070563325,0.591647045,0.807214427,1.51539784,2.291487327,1.234972073,2.224520898,3.391391696,2.178853352,0.292877584,1.946162088,0.530737202,0.206002637,0.231703509,2.948331873,1.364124192,1.042683159,2.19151723,2.365204789,2.492020482,1
0.070563325,0.591647045,0.807214427,1.51539784,2.291487327,1.946162088,0.530737202,0.206002637,0.231703509,2.948331873,1.234972073,2.224520898,3.391391696,2.178853352,0.292877584,1.364124192,1.042683159,2.19151723,2.365204789,2.492020482,1
0.070563325,1.51539784,2.291487327,0.591647045,0.807214427,1.234972073,2.178853352,0.292877584,2.224520898,3.391391696,1.946162088,0.231703509,2.948331873,0.530737202,0.206002637,1.364124192,1.042683159,2.19151723,2.365204789,2.492020482,1
0.083479788,0.610982034,0.789945898,1.502721139,2.318640074,1.241298415,2.281024588,3.397582235,2.156735856,0.286120558,1.909524529,0.593675918,0.219332882,0.23786159,2.910278805,1.369280287,1.036294513,2.187584393,2.362017919,2.644848072,1
-0.007079647,0.603367418,0.76556719,1.503826043,2.264372606,1.319800801,2.230946705,3.34588569,2.180843614,0.362372846,1.982126534,0.559092418,0.258843455,0.212849496,2.938073231,1.368059227,1.034492187,2.200452773,2.37464696,2.712252115,1
1.51890734,0.602025795,0.820201802,1.139126306,2.149305008,0.646964508,1.058436136,1.454045774,4.889306869,0.2813879,0.248901255,0.183640389,0.898278113,3.436533375,1.29974594,1.375120434,1.236508622,2.194839147,2.363583157,2.385837628,1
1.531823803,0.621360784,0.802933273,1.126449605,2.176457755,0.65329085,1.114939826,1.460236313,4.867189373,0.274630874,0.212263696,0.246579105,0.911608358,3.442691457,1.261692873,1.38027653,1.231630017,2.191130687,2.36017191,2.441878005,1
1.441264368,0.613746167,0.778554565,1.127554509,2.122190287,0.731793236,1.064861943,1.408539768,4.891297132,0.350883161,0.284865701,0.211995605,0.95111893,3.417679363,1.289487298,1.379055469,1.221572928,2.203380447,2.373419571,2.505759811,1
0.046540762,0.899306743,0.806354554,1.14958437,0.359864921,0.660444014,3.124632003,3.408629084,3.524989408,2.776788556,1.899071335,0.146193366,0.59500191,0.828403453,3.114853085,1.556043838,1.236066055,2.175953195,2.32830954,2.26239642,1
0.068767602,0.609877653,0.805809638,1.403127568,0.701956577,0.779636822,3.114822392,3.431015142,3.549097411,1.608634284,1.928258921,0.151664263,0.399732231,0.672619254,3.110648612,1.489044558,1.197882827,2.246635989,2.420718694,2.789227419,1
0.870346403,1.923431181,0.697128793,1.879812653,2.957176303,1.975459401,0.688297378,0.998154097,3.013932068,3.663737479,1.819689244,0.26936345,0.496154532,0.502316233,1.000808309,1.517053835,1.01531862,2.547275036,2.699098962,3.222910668,2
0.870346403,1.923431181,0.697128793,1.879812653,2.957176303,1.819689244,0.26936345,0.496154532,0.502316233,1.000808309,1.975459401,0.688297378,0.998154097,3.013932068,3.663737479,1.517053835,1.01531862,2.547275036,2.699098962,3.222910668,2
0.870346403,1.879812653,2.957176303,1.923431181,0.697128793,1.975459401,3.013932068,3.663737479,0.688297378,0.998154097,1.819689244,0.502316233,1.000808309,0.26936345,0.496154532,1.517053835,1.01531862,2.547275036,2.699098962,3.222910668,2
0.870527646,1.91295307,0.698601563,1.90074438,2.948892973,1.99947959,0.70189055,1.034036111,2.991498371,3.656885123,1.742672028,0.260059035,0.504896071,0.510835321,0.963801244,1.513184872,1.009921355,2.556353499,2.709143638,3.22464272,2
0.930722822,1.883627727,0.711131642,1.806292796,2.930372103,1.996192197,0.613484048,0.997294535,2.971283612,3.646467321,1.941291544,0.285342626,0.49987422,0.458371678,1.034789518,1.513769226,1.008600215,2.55366049,2.706907801,3.170193154,2
1.748791333,1.941708288,0.820816702,1.810404688,1.444860519,2.524785773,3.047482026,2.946314231,3.503798402,1.965388151,0.140403207,0.472598099,1.78908964,3.131229932,1.502752605,1.919361573,0.952077655,2.548878498,2.69636699,3.024371101,2
1.748972575,1.931230177,0.822289473,1.831336414,1.43657719,2.548805961,3.061075198,2.982196245,3.481364705,1.958535795,0.063385991,0.463293684,1.797831179,3.13974902,1.46574554,1.91549261,0.966737573,2.557909242,2.706459386,3.029805624,2
1.809167752,1.901904833,0.834819552,1.736884831,1.41805632,2.545518569,2.972668696,2.945454669,3.461149946,1.948117994,0.262005507,0.488577274,1.792809328,3.087285377,1.536733814,1.916076964,0.921082474,2.555396043,2.704043738,3.040102249,2
0.419167347,1.704885824,0.768273084,1.406263737,0.971094868,1.900237703,0.668519005,1.038932909,2.68613195,3.535403663,1.736285505,0.158844917,0.40078635,0.398759424,0.511406698,1.220332866,0.921147111,2.523052844,2.662922247,2.848515973,2
0.962687405,1.77074293,0.70968362,1.728585568,1.58055534,1.952843832,0.685433241,0.995390685,2.889048885,3.550794191,1.741872024,0.151119218,0.41632979,0.289803938,0.504869244,1.328650661,0.944123973,2.563813213,2.714012111,3.376389618,2
0.159611641,0.21854554,1.668473588,1.679442545,0.08914248,0.310689946,2.864081493,2.951443969,3.116150569,3.749857447,0.23614226,0.219704497,0.519879298,0.713378831,2.237441885,1.382265733,1.256909928,2.390918538,2.571322782,3.529193428,3
0.159611641,0.21854554,1.668473588,1.679442545,0.08914248,0.23614226,0.219704497,0.519879298,0.713378831,2.237441885,0.310689946,2.864081493,2.951443969,3.116150569,3.749857447,1.382265733,1.256909928,2.390918538,2.571322782,3.529193428,3
0.159611641,1.679442545,0.08914248,0.21854554,1.668473588,0.310689946,3.116150569,3.749857447,2.864081493,2.951443969,0.23614226,0.713378831,2.237441885,0.219704497,0.519879298,1.382265733,1.256909928,2.390918538,2.571322782,3.529193428,3
0.122072935,0.223539663,1.643189438,1.663793962,0.019524678,0.3109579,2.855690526,2.917107985,3.124972226,3.814700324,0.24437403,0.171703702,0.554673887,0.750755222,2.244349972,1.377427097,1.268861172,2.392304002,2.573451129,3.529076428,3
0.162811254,0.257095491,1.698624562,1.563005448,0.030174315,0.274388152,2.789146896,2.878824664,3.179394156,3.723771369,0.202924904,0.261807927,0.550151916,0.689614091,2.218323,1.36533721,1.248621554,2.387160957,2.568391105,3.389561573,3
1.65408044,0.224124489,1.582271751,0.204632878,0.174465054,0.38899142,2.799453058,3.337444806,1.594615895,3.829051758,0.233147585,0.506309092,0.993716855,2.256226342,0.262483343,1.336067651,1.193728624,2.393705422,2.567645238,3.301126281,3
1.616541735,0.229118611,1.5569876,0.188984294,0.104847252,0.389259374,2.791062092,3.303108822,1.603437553,3.893894635,0.241379355,0.458308297,1.028511444,2.293602733,0.26939143,1.331229015,1.205512279,2.394981272,2.569883198,3.31185237,3
1.657280053,0.26267444,1.612422724,0.088195781,0.115496889,0.352689626,2.724518462,3.264825501,1.657859482,3.802965681,0.199930229,0.548412522,1.023989473,2.232461603,0.243364458,1.319139128,1.188404976,2.38998831,2.564673091,3.21148649,3
0.134598239,1.396261721,1.388377045,1.862667382,0.129559691,1.554383615,1.63510703,2.933955482,2.677030047,3.324918153,0.854098392,0.329346312,0.472396971,0.224997436,1.607155656,1.368323545,0.997027711,2.377595617,2.527517876,3.065071792,3
0.418086586,0.957254459,1.600363419,1.986541041,0.122233611,1.210320311,2.189563696,2.953879957,3.020788994,3.556113189,0.469646246,0.238640661,0.477869887,0.298190248,2.040982417,1.436031648,1.101416063,2.414846395,2.595484163,3.508556108,3
1.188724283,2.153750494,1.945516473,2.395700168,2.485603873,2.220653427,3.111280641,0.350654326,3.163256094,1.257763296,2.221354789,1.439091852,0.468712809,0.463856108,0.888536565,1.71696368,0.897668147,2.641595347,2.778977665,3.593967739,4
1.188724283,2.153750494,1.945516473,2.395700168,2.485603873,2.221354789,1.439091852,0.468712809,0.463856108,0.888536565,2.220653427,3.111280641,0.350654326,3.163256094,1.257763296,1.71696368,0.897668147,2.641595347,2.778977665,3.593967739,4
1.188724283,2.395700168,2.485603873,2.153750494,1.945516473,2.220653427,3.163256094,1.257763296,3.111280641,0.350654326,2.221354789,0.463856108,0.888536565,1.439091852,0.468712809,1.71696368,0.897668147,2.641595347,2.778977665,3.593967739,4
1.158482559,2.130232682,1.9002613,2.413064591,2.465436827,2.192176683,3.102345686,0.360896572,3.175469266,1.294251209,2.210836941,1.440627263,0.435028259,0.472385901,0.878935362,1.708695407,0.896841976,2.641778563,2.780204452,3.500174469,4
1.147015821,2.061251711,1.900382845,2.360263331,2.570091617,2.237786214,3.17307207,0.341641717,3.134035188,1.311061964,2.291608295,1.349978861,0.449580615,0.513603443,0.910851222,1.716814994,0.903459727,2.648687665,2.788991341,3.501224476,4
1.806857671,2.149323409,1.850773638,2.568596784,3.20455099,2.874100007,1.379130988,3.152574987,0.201429235,0.040911151,1.45258022,0.48140616,0.778626074,2.595288736,2.329263267,1.791027555,1.010354729,2.643370777,2.776893321,3.45382877,4
1.776615946,2.125805597,1.805518465,2.585961208,3.184383943,2.845623262,1.370196033,3.162817233,0.213642407,0.077399064,1.442062372,0.482941571,0.744941524,2.603818529,2.319662063,1.782759281,1.004915255,2.643810966,2.777863135,3.360669609,4
1.765149208,2.056824626,1.80564001,2.533159948,3.289038733,2.891232794,1.440922417,3.143562378,0.172208329,0.09420982,1.522833726,0.392293169,0.759493881,2.645036071,2.351577924,1.790878869,1.02190885,2.650623703,2.786746389,3.291153064,4
0.469624772,2.170748944,1.933944445,2.393215219,0.871110503,1.361845357,3.119217107,1.081571446,3.260502738,0.122960533,2.388584788,1.464383878,0.512969741,0.597748277,0.690320521,1.495916551,0.963996208,2.617383035,2.740785603,2.870026743,4
1.162059123,2.168339404,1.946296247,2.405298537,1.186525282,1.804001134,3.126986114,0.6181487,3.227780278,0.093518079,2.338026483,1.458173754,0.516918362,0.43995665,0.566184493,1.537214176,0.959301457,2.64597679,2.783509823,3.663203084,4
0.119647686,0.25942846,0.111142873,0.304254163,0.479885323,0.270658497,0.650058825,0.44931992,0.669071758,0.719625842,0.232425935,0.190147932,0.393159065,0.027811704,0.455508174,0.35547641,0.206176676,0.745942839,0.790851998,0.673540596,1
0.119647686,0.25942846,0.111142873,0.304254163,0.479885323,0.232425935,0.190147932,0.393159065,0.027811704,0.455508174,0.270658497,0.650058825,0.44931992,0.669071758,0.719625842,0.35547641,0.206176676,0.745942839,0.790851998,0.673540596,1
0.119647686,0.304254163,0.479885323,0.25942846,0.111142873,0.270658497,0.669071758,0.719625842,0.650058825,0.44931992,0.232425935,0.027811704,0.455508174,0.190147932,0.393159065,0.35547641,0.206176676,0.745942839,0.790851998,0.673540596,1
0.101849858,0.230911534,0.118960341,0.309849685,0.528807664,0.246426866,0.680574022,0.472889725,0.697459441,0.707519306,0.266084266,0.203516671,0.401510881,0.032012605,0.493101058,0.366098262,0.215288931,0.74757877,0.79494657,0.703489476,1
0.099492349,0.368555165,0.114125188,0.328107923,0.563671798,0.271886814,0.641215856,0.497348548,0.69417423,0.743805025,0.214996966,0.103309891,0.435239681,0.011235768,0.461579941,0.369916343,0.224890707,0.738982273,0.788581028,0.721765992,1
0.512264945,0.258776136,0.27189386,0.514260901,0.683158423,0.55997887,0.529089626,0.510411416,0.78531321,1.053623484,0.160486002,0.393864107,0.004755909,0.607950405,1.231455018,0.538485488,0.309067508,0.746506845,0.789904938,0.644547022,1
0.494467118,0.23025921,0.279711328,0.519856423,0.732080764,0.535747239,0.559604824,0.533981221,0.813700892,1.041516947,0.194144334,0.407232846,0.013107725,0.612151307,1.269047902,0.549107339,0.314140615,0.74793587,0.794206417,0.676176072,1
0.492109609,0.36790284,0.274876175,0.538114661,0.766944897,0.561207186,0.520246658,0.558440044,0.810415682,1.077802667,0.143057034,0.307026066,0.046836524,0.59137447,1.237526785,0.55292542,0.311873176,0.739408245,0.787772003,0.704096182,1
0.042152646,0.250449971,0.118723424,0.295488895,0.516271483,0.264540118,0.618579474,0.447317785,0.694851917,0.777235055,0.24556103,0.143014256,0.422003674,0.038148517,0.440217168,0.354303694,0.222590239,0.741261172,0.777841306,0.658129856,1
0.157788549,0.25330876,0.121858927,0.30113525,0.504386504,0.265436989,0.629682635,0.449250129,0.680085178,0.77167915,0.239083057,0.152987504,0.409762486,0.032825663,0.447974774,0.361149704,0.211278815,0.741031105,0.784228983,0.675153171,1
0.208689246,0.099831555,0.111581439,0.11877887,0.336757332,0.19512431,0.258094207,0.345327508,0.391174848,0.511372008,0.20374096,0.078941061,0.438175559,0.051385266,0.196144782,0.236341263,0.135384242,0.516106539,0.553882122,0.433596087,2
0.208689246,0.099831555,0.111581439,0.11877887,0.336757332,0.20374096,0.078941061,0.438175559,0.051385266,0.196144782,0.19512431,0.258094207,0.345327508,0.391174848,0.511372008,0.236341263,0.135384242,0.516106539,0.553882122,0.433596087,2
0.208689246,0.11877887,0.336757332,0.099831555,0.111581439,0.19512431,0.391174848,0.511372008,0.258094207,0.345327508,0.20374096,0.051385266,0.196144782,0.078941061,0.438175559,0.236341263,0.135384242,0.516106539,0.553882122,0.433596087,2
0.250471913,0.113885148,0.165037437,0.101570854,0.354841523,0.210279189,0.305360375,0.303516769,0.404610996,0.518876796,0.197827383,0.050764755,0.433297642,0.088268792,0.169747468,0.244557136,0.134323661,0.519399821,0.560227996,0.486039369,2
0.146167811,0.118764875,0.143360654,0.174413384,0.406916905,0.180794777,0.268270279,0.289013934,0.402485398,0.468269145,0.149702309,0.06572015,0.440507734,0.038610439,0.190355628,0.232223561,0.134428497,0.511740947,0.555496368,0.583671868,2
0.356662887,0.100215095,0.250890849,0.322579757,0.483902331,0.345478186,0.247741647,0.316269081,0.517905094,0.541391104,0.074270525,0.441113985,0.166157009,0.487915371,0.694564269,0.356470479,0.167853669,0.516621229,0.553056181,0.404946248,2
0.398445553,0.114268688,0.304346847,0.305371741,0.501986522,0.360633065,0.295007815,0.274458342,0.531341242,0.548895892,0.068356948,0.412937679,0.161279092,0.524798898,0.668166955,0.364686352,0.166098175,0.519638352,0.559678214,0.473511697,2
0.294141452,0.119148415,0.282670064,0.37821427,0.554061904,0.331148654,0.257917719,0.259955507,0.529215644,0.498288241,0.020231874,0.427893074,0.168489184,0.475140545,0.688775115,0.352352777,0.173693151,0.511974019,0.554952046,0.563397005,2
0.095374593,0.076127806,0.077305521,0.109839794,0.342413829,0.242059339,0.263625536,0.34094029,0.381851788,0.535429608,0.17952842,0.054205656,0.454019858,0.010116812,0.176033685,0.222591502,0.154098515,0.514406816,0.543263595,0.42058635,2
0.231733899,0.077626916,0.076958774,0.105397009,0.346722234,0.238351921,0.263213848,0.350673203,0.377517059,0.536306565,0.184541101,0.068533655,0.446629971,0.009553358,0.183201243,0.233130717,0.148956002,0.471491564,0.498994861,0.40468937,2
0.042059831,0.159379656,0.037408494,0.152398505,0.246462492,0.176339673,0.523524415,0.164405155,0.40648082,0.438406564,0.212628438,0.177135555,0.324228043,0.138289728,0.031134728,0.21535214,0.143370342,0.466063126,0.495782358,0.406978414,3
0.042059831,0.159379656,0.037408494,0.152398505,0.246462492,0.212628438,0.177135555,0.324228043,0.138289728,0.031134728,0.176339673,0.523524415,0.164405155,0.40648082,0.438406564,0.21535214,0.143370342,0.466063126,0.495782358,0.406978414,3
0.042059831,0.152398505,0.246462492,0.159379656,0.037408494,0.176339673,0.40648082,0.438406564,0.523524415,0.164405155,0.212628438,0.138289728,0.031134728,0.177135555,0.324228043,0.21535214,0.143370342,0.466063126,0.495782358,0.406978414,3
0.036659542,0.143633778,0.038791207,0.141727204,0.262497694,0.171820342,0.524807046,0.205360201,0.388724343,0.471597891,0.232606277,0.161539999,0.276132993,0.109855316,0.041306933,0.213804051,0.145520169,0.465827713,0.499634581,0.470303692,3
0.032893217,0.206813852,0.02039085,0.09395799,0.312815326,0.144172674,0.552076749,0.089604986,0.435025469,0.455806248,0.188071058,0.151638722,0.28161835,0.130415794,0.030489206,0.208386033,0.160374979,0.453624223,0.491385474,0.553099664,3
0.320615161,0.163102755,0.1586974,0.333153838,0.428389264,0.347828062,0.292776413,0.165894739,0.395141245,0.463086932,0.182521453,0.33707985,0.188765036,0.268418038,0.714954265,0.31736163,0.143503957,0.466483478,0.495130359,0.384602568,3
0.315214872,0.147356877,0.160080112,0.322482536,0.444424466,0.343308731,0.294059043,0.206849784,0.377384768,0.496278259,0.202499293,0.321484294,0.140669986,0.239983625,0.725126469,0.315813541,0.149557529,0.466181474,0.499049173,0.451838807,3
0.311448547,0.210536951,0.141679755,0.274713323,0.494742098,0.315661063,0.321328746,0.091094569,0.423685893,0.480486616,0.157964073,0.311583018,0.146155344,0.260544104,0.714308743,0.310395523,0.159068798,0.45417485,0.4906032,0.545677675,3
0.014758948,0.142046128,0.018018332,0.167107479,0.258224274,0.216656725,0.436028359,0.184184416,0.382969003,0.419956457,0.247440253,0.177234617,0.390370967,0.108752128,0.168650676,0.222159917,0.130207692,0.463933048,0.486839185,0.397845017,3
0.056985074,0.144246969,0.022305208,0.164452096,0.258788594,0.207121366,0.473431579,0.173347329,0.39907378,0.430760727,0.239242534,0.184713862,0.369194835,0.117973034,0.119759893,0.224093125,0.132444681,0.467697405,0.495860664,0.402300718,3
0.253852935,0.160462969,0.105180089,0.011473371,0.198494669,0.080004647,0.189119762,0.072125313,0.259426933,0.299289857,0.003425454,0.265383259,0.484154435,0.149917156,0.16993863,0.180149965,0.119560252,0.38062668,0.410137038,0.290057608,4
0.253852935,0.160462969,0.105180089,0.011473371,0.198494669,0.003425454,0.265383259,0.484154435,0.149917156,0.16993863,0.080004647,0.189119762,0.072125313,0.259426933,0.299289857,0.180149965,0.119560252,0.38062668,0.410137038,0.290057608,4
0.253852935,0.011473371,0.198494669,0.160462969,0.105180089,0.080004647,0.259426933,0.299289857,0.189119762,0.072125313,0.003425454,0.149917156,0.16993863,0.265383259,0.484154435,0.180149965,0.119560252,0.38062668,0.410137038,0.290057608,4
0.257779403,0.157524851,0.081883486,0.039242049,0.206956549,0.087634168,0.172437011,0.077929579,0.258901879,0.304911341,0.048534601,0.313867431,0.461283722,0.161907464,0.159054657,0.185989879,0.113169042,0.381296805,0.414572135,0.400165747,4
0.266898938,0.156305169,0.130656236,0.022660142,0.202308,0.040463434,0.188802144,0.079058799,0.170721134,0.31882258,0.006046363,0.250198056,0.477365563,0.212495447,0.189055387,0.180790493,0.118219714,0.382553333,0.419325447,0.505266496,4
0.263587906,0.156943962,0.191677102,0.195838687,0.363859014,0.203711284,0.027206501,0.031905698,0.313965816,0.422095181,0.26577122,0.487692125,0.38667333,0.352992749,0.494030933,0.277196767,0.140400747,0.3810644,0.409634085,0.278373265,4
0.267514374,0.154005844,0.168380499,0.223607365,0.372320894,0.211340805,0.01052375,0.037709963,0.313440762,0.427716665,0.310880367,0.536176297,0.363802618,0.364983056,0.48314696,0.283036681,0.146315267,0.38175521,0.414048497,0.399607666,4
0.276633909,0.152786162,0.217153248,0.207025457,0.367672346,0.164170072,0.026888884,0.038839184,0.225260017,0.441627904,0.268392128,0.472506923,0.379884459,0.415571039,0.513147691,0.277837295,0.145545933,0.383154295,0.418659253,0.481238561,4
0.113180387,0.16020242,0.10670556,0.015582359,0.197980616,0.098273927,0.180983056,0.110850942,0.261247045,0.324351189,0.020549919,0.252451487,0.490871155,0.127369698,0.125526941,0.172408447,0.117947053,0.378727963,0.402932083,0.290078135,4
0.256000032,0.163459097,0.105901214,0.009652929,0.201721927,0.09318956,0.186234949,0.104791543,0.262330134,0.323501487,0.006768783,0.265874268,0.493541846,0.128508713,0.137596177,0.182604844,0.121565336,0.381164718,0.407620172,0.307805533,4
0.154233415,0.517658563,0.329072705,0.680585189,0.531759013,0.365047996,1.282983149,1.190190428,1.373739434,0.978817373,0.562576747,0.541054561,0.223887326,0.133769828,0.101409606,0.597785689,0.40942513,1.184142874,1.256795086,1.141209334,1
0.154233415,0.517658563,0.329072705,0.680585189,0.531759013,0.562576747,0.541054561,0.223887326,0.133769828,0.101409606,0.365047996,1.282983149,1.190190428,1.373739434,0.978817373,0.597785689,0.40942513,1.184142874,1.256795086,1.141209334,1
0.154233415,0.680585189,0.531759013,0.517658563,0.329072705,0.365047996,1.373739434,0.978817373,1.282983149,1.190190428,0.562576747,0.133769828,0.101409606,0.541054561,0.223887326,0.597785689,0.40942513,1.184142874,1.256795086,1.141209334,1
0.167633411,0.504294817,0.30898854,0.671134516,0.538069013,0.344686664,1.275202687,1.143325461,1.381596109,0.950558571,0.578166649,0.51782096,0.169210675,0.127603207,0.057670774,0.58239747,0.411921919,1.18026283,1.254410992,1.184431499,1
0.089646056,0.524330719,0.27769437,0.633602843,0.57657589,0.378690447,1.311659313,1.169427867,1.38425738,1.01444932,0.565983316,0.473905802,0.140515739,0.086685904,0.094931083,0.581490403,0.430494923,1.190413235,1.26655215,1.220510028,1
0.813645987,0.493045962,0.382275635,0.791591943,0.739789968,1.156118146,1.223592648,1.062200484,1.172458731,0.954446721,0.375065287,0.197321037,0.791971323,0.17042982,0.472159653,0.71974089,0.34266084,1.185739591,1.256277609,1.108112486,1
0.827045982,0.479682216,0.362191471,0.782141269,0.746099969,1.135756814,1.215812186,1.015335518,1.180315406,0.926187919,0.390655189,0.174087436,0.737294672,0.164263199,0.428420822,0.704352671,0.342448856,1.181694696,1.254058366,1.136781825,1
0.749058628,0.499718118,0.3308973,0.744609597,0.784606845,1.169760597,1.252268812,1.041437923,1.182976677,0.990078668,0.378471855,0.130172278,0.708599735,0.123345896,0.46568113,0.703445604,0.361753846,1.191629254,1.266415371,1.174043161,1
0.071242477,0.571404935,0.411386672,0.646969722,0.544044125,0.393644285,1.255177988,1.182352129,1.382727104,1.214873825,0.613636224,0.267013989,0.10859392,0.186462146,0.102417154,0.596796446,0.439242885,1.174568423,1.238268226,1.030385953,1
0.221201305,0.573165056,0.397154358,0.656229587,0.540670452,0.383355358,1.259909979,1.185226563,1.382506034,1.197636642,0.573707474,0.326304553,0.163030331,0.170564885,0.10894113,0.609306914,0.422470921,1.18984294,1.263309268,1.154371814,1
0.154505905,0.331294914,0.609717341,0.311739071,0.225234708,0.114804006,0.689477212,0.609420332,0.597506239,0.908025719,0.249947615,0.868373767,1.817512823,0.111361051,0.033769831,0.508846035,0.443046192,1.075075354,1.155674472,1.107707604,2
