TIM REL,GTX,GTY,XRAW,YRAW,GT Xmm,GT Ymm,Xmm,Ymm,YAW GT,YAW DATA,PITCH GT,PITCH DATA,GAZE GT,GAZE ANG,DIFF GZ,AOI_IND,AOI_X,AOI_Y,MEAN_ERR,STD ERR
651.44513,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.280110043,0.010790705,2.622706225,4.31894878,4.659108669,0.340159889,1710,-1,-256,0.248852542,0.028702206
684.01231,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.258656576,0.010790705,2.622706225,4.31894878,4.659471042,0.340522262,1800,256,-256,0.076466777,0.05734317
718.15039,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.282465926,0.010790705,2.622706225,4.31894878,4.659068734,0.340119954,1890,512,-256,0.182053472,0.052822541
750.90744,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.250598067,0.010790705,2.622706225,4.31894878,4.659606558,0.340657778,1980,256,-256,0.3784947,0.142897624
784.80444,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.215742095,0.010790705,2.622706225,4.31894878,4.660188928,0.341240148,2070,-1,-256,0.162078645,0.070218929
817.87795,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.200945976,0.010790705,2.622706225,4.31894878,4.660434281,0.341485501,2160,-256,-256,0.179049819,0.04025834
851.37387,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.194987978,0.010790705,2.622706225,4.31894878,4.660532765,0.341583985,2250,-512,-256,0.113922644,0.08523937
884.8193,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.183057346,0.010790705,2.622706225,4.31894878,4.660729434,0.341780654,2340,-256,-256,0.302437494,0.070823377
918.05851,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.161830623,0.010790705,2.622706225,4.31894878,4.661077561,0.342128781,2430,-1,-256,0.301480679,0.044677237
951.33184,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.153958144,0.010790705,2.622706225,4.31894878,4.661206092,0.342257312,0,0,0,0,0
984.43309,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.16810159,0.010790705,2.622706225,4.31894878,4.660974952,0.342026172,0,0,0,0,0
1001.354,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.199412003,0.010790705,2.622706225,4.31894878,4.660459654,0.341510874,0,0,0,0,0
1051.15257,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.223844434,0.010790705,2.622706225,4.31894878,4.660054103,0.341105323,0,0,0,0,0
1084.82485,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.226340025,0.010790705,2.622706225,4.31894878,4.660012509,0.341063729,0,0,0,0,0
1117.79524,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.223387629,0.010790705,2.622706225,4.31894878,4.660061714,0.341112934,0,0,0,0,0
1151.33455,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.218862833,0.010790705,2.622706225,4.31894878,4.660137038,0.341188258,0,0,0,0,0
1184.53819,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.214890981,0.010790705,2.622706225,4.31894878,4.660203071,0.341254291,0,0,0,0,0
1218.14221,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.212145288,0.010790705,2.622706225,4.31894878,4.660248673,0.341299893,0,0,0,0,0
1250.87081,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.218540662,0.010790705,2.622706225,4.31894878,4.660142397,0.341193617,0,0,0,0,0
1284.37314,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.222584613,0.010790705,2.622706225,4.31894878,4.660075089,0.341126309,0,0,0,0,0
1317.57465,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.227388266,0.010790705,2.622706225,4.31894878,4.659995029,0.341046249,0,0,0,0,0
1351.12106,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.227393074,0.010790705,2.622706225,4.31894878,4.659994949,0.341046169,0,0,0,0,0
1383.68326,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,3.224931148,0.010790705,2.622706225,4.31894878,4.660035995,0.341087215,0,0,0,0,0
1417.39893,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,2.676203624,0.010790705,-12.26527638,4.31894878,2.255560524,2.063388257,0,0,0,0,0
1450.9745,-1,1,-28.2541,-176.1334,-0.113,0.113,-3.1927133,-19.9030742,-0.010790705,2.458377786,0.010790705,-12.26093282,4.31894878,2.258867707,2.060081073,0,0,0,0,0
1484.29335,-1,1,3.1923,86.567,-0.113,0.113,0.3607299,9.782071,-0.010790705,2.800472104,0.010790705,-9.499703886,4.31894878,4.922409419,0.603460639,0,0,0,0,0
1517.52117,-1,1,12.3115,78.0075,-0.113,0.113,1.3911995,8.8148475,-0.010790705,2.899640388,0.010790705,-9.590450464,4.31894878,4.836702471,0.517753691,0,0,0,0,0
1550.90474,-1,1,19.8892,72.4148,-0.113,0.113,2.2474796,8.1828724,-0.010790705,2.980136761,0.010790705,-9.730929917,4.31894878,4.744737737,0.425788957,0,0,0,0,0
1584.22501,-1,1,17.7146,59.3116,-0.113,0.113,2.0017498,6.7022108,-0.010790705,2.886971902,0.010790705,-9.716971059,4.31894878,4.649522732,0.330573952,0,0,0,0,0
1617.1442,-1,1,17.4635,3.4568,-0.113,0.113,1.9733755,0.3906184,-0.010790705,2.813036233,0.010790705,-10.32058361,4.31894878,4.080207526,0.238741254,0,0,0,0,0
1650.39336,-1,1,14.0511,-14.3994,-0.113,0.113,1.5877743,-1.6271322,-0.010790705,2.659004585,0.010790705,-10.55719693,4.31894878,3.896290548,0.422658232,0,0,0,0,0
1684.09835,-1,1,18.1878,-14.5604,-0.113,0.113,2.0552214,-1.6453252,-0.010790705,2.635861306,0.010790705,-10.58857166,4.31894878,3.896662192,0.422286588,0,0,0,0,0
1717.38591,-1,1,17.6778,-14.9148,-0.113,0.113,1.9975914,-1.6853724,-0.010790705,2.590556687,0.010790705,-10.60881679,4.31894878,3.892734706,0.426214074,0,0,0,0,0
1750.8157,-1,1,16.624,-12.0724,-0.113,0.113,1.878512,-1.3641812,-0.010790705,2.579308549,0.010790705,-10.58918279,4.31894878,3.921325375,0.397623405,0,0,0,0,0
1784.03926,-1,1,15.4024,-1.9819,-0.113,0.113,1.7404712,-0.2239547,-0.010790705,2.562243724,0.010790705,-10.5066941,4.31894878,4.02591646,0.29303232,0,0,0,0,0
1817.4982,-1,1,13.876,0.0763,-0.113,0.113,1.567988,0.0086219,-0.010790705,2.526249404,0.010790705,-10.52565156,4.31894878,4.047570468,0.271378312,0,0,0,0,0
1863.22068,-1,1,13.5953,-2.218,-0.113,0.113,1.5362689,-0.250634,-0.010790705,2.511833223,0.010790705,-10.61586864,4.31894878,4.024515147,0.294433633,0,0,0,0,0
1895.82911,-1,1,11.2331,-4.6238,-0.113,0.113,1.2693403,-0.5224894,-0.010790705,0.122458849,0.010790705,3.928470718,4.31894878,106.7356524,102.4167036,0,0,0,0,0
1917.35875,-1,1,9.932,-5.4584,-0.113,0.113,1.122316,-0.6167992,-0.010790705,2.63529279,0.010790705,-10.83871154,4.31894878,3.984055796,0.334892984,0,0,0,0,0
1962.46254,-1,1,10.5605,-18.3487,-0.113,0.113,1.1933365,-2.0734031,-0.010790705,2.80812892,0.010790705,-11.00350059,4.31894878,3.855008369,0.463940411,0,0,0,0,0
1996.31403,-1,1,8.0983,-22.2678,-0.113,0.113,0.9151079,-2.5162614,-0.010790705,2.951731633,0.010790705,-11.0424557,4.31894878,3.817557886,0.501390894,0,0,0,0,0
2029.02842,-1,1,11.0536,-30.3807,-0.113,0.113,1.2490568,-3.4330191,-0.010790705,3.104486261,0.010790705,-11.07964439,4.31894878,3.74216023,0.57678855,0,0,0,0,0
2062.64594,-1,1,10.268,-29.5533,-0.113,0.113,1.160284,-3.3395229,-0.010790705,3.167505015,0.010790705,-11.00553824,4.31894878,3.750314225,0.568634555,0,0,0,0,0
2095.95342,-1,1,7.4475,-25.9623,-0.113,0.113,0.8415675,-2.9337399,-0.010790705,3.087860312,0.010790705,-10.93644612,4.31894878,3.781227688,0.537721092,0,0,0,0,0
2129.39956,-1,1,-0.3275,-15.0872,-0.113,0.113,-0.0370075,-1.7048536,-0.010790705,3.028021509,0.010790705,-10.76011351,4.31894878,3.89453666,0.42441212,0,0,0,0,0
2162.47662,-1,1,2.2888,-15.975,-0.113,0.113,0.2586344,-1.805175,-0.010790705,2.98828166,0.010790705,-10.77989116,4.31894878,3.8933458,0.42560298,0,0,0,0,0
2195.91566,-1,1,4.6193,-14.2757,-0.113,0.113,0.5219809,-1.6131541,-0.010790705,2.946663096,0.010790705,-10.73632627,4.31894878,3.914713603,0.404235177,0,0,0,0,0
2229.0489,-1,1,7.0691,-5.8282,-0.113,0.113,0.7988083,-0.6585866,-0.010790705,2.945698724,0.010790705,-10.60650662,4.31894878,4.003958554,0.314990226,0,0,0,0,0
2262.89826,-1,1,10.1019,-2.3379,-0.113,0.113,1.1415147,-0.2641827,-0.010790705,2.966001341,0.010790705,-10.52049023,4.31894878,4.040822584,0.278126196,0,0,0,0,0
2296.21711,-1,1,4.0872,5.0036,-0.113,0.113,0.4618536,0.5654068,-0.010790705,2.877695638,0.010790705,-10.40538171,4.31894878,4.113747072,0.205201708,0,0,0,0,0
2329.17897,-1,1,6.5994,8.895,-0.113,0.113,0.7457322,1.005135,-0.010790705,2.869239588,0.010790705,-10.32354212,4.31894878,4.156170901,0.162777879,0,0,0,0,0
2361.90686,-1,1,7.0948,8.1356,-0.113,0.113,0.8017124,0.9193228,-0.010790705,2.864632924,0.010790705,-10.29118038,4.31894878,4.148626327,0.170322453,0,0,0,0,0
2367.038,-1,1,7.389,6.9145,-0.113,0.113,0.834957,0.7813385,-0.010790705,2.902070853,0.010790705,-10.25311101,4.31894878,4.135312709,0.183636071,0,0,0,0,0
2429.02316,-1,1,4.3793,3.057,-0.113,0.113,0.4948609,0.345441,-0.010790705,2.934946311,0.010790705,-10.24705718,4.31894878,4.094129228,0.224819552,0,0,0,0,0
2462.06324,-1,1,2.1714,2.3622,-0.113,0.113,0.2453682,0.2669286,-0.010790705,2.962191501,0.010790705,-10.21845008,4.31894878,4.087104492,0.231844288,0,0,0,0,0
2495.65019,-1,1,-3.0561,6.5655,-0.113,0.113,-0.3453393,0.7419015,-0.010790705,2.912954407,0.010790705,-10.16168336,4.31894878,4.130539527,0.188409253,0,0,0,0,0
2529.00673,-1,1,-4.8032,0.8789,-0.113,0.113,-0.5427616,0.0993157,-0.010790705,2.889338054,0.010790705,-10.23997336,4.31894878,4.06898055,0.24996823,0,0,0,0,0
2562.32558,-1,1,-4.1718,-1.1479,-0.113,0.113,-0.4714134,-0.1297127,-0.010790705,2.885310665,0.010790705,-10.26767898,4.31894878,4.047998624,0.270950156,0,0,0,0,0
2595.09614,-1,1,-6.2061,-1.3201,-0.113,0.113,-0.7012893,-0.1491713,-0.010790705,2.853464743,0.010790705,-10.28466069,4.31894878,4.044886261,0.27406252,0,0,0,0,0
2628.31686,-1,1,-7.8318,-2.1138,-0.113,0.113,-0.8849934,-0.2388594,-0.010790705,2.829919861,0.010790705,-10.30132114,4.31894878,4.038011061,0.280937719,0,0,0,0,0
2662.39804,-1,1,-10.867,6.107,-0.113,0.113,-1.227971,0.690091,-0.010790705,2.808137822,0.010790705,-10.21337047,4.31894878,4.125003493,0.193945287,0,0,0,0,0
2695.0406,-1,1,-10.4369,8.0271,-0.113,0.113,-1.1793697,0.9070623,-0.010790705,2.818777513,0.010790705,-10.20177666,4.31894878,4.144419053,0.174529727,0,0,0,0,0
2732.36884,-1,1,-3.7421,5.7659,-0.113,0.113,-0.4228573,0.6515467,-0.010790705,2.899875492,0.010790705,-10.24031614,4.31894878,4.121554207,0.197394573,0,0,0,0,0
2762.11707,-1,1,-3.2755,4.7717,-0.113,0.113,-0.3701315,0.5392021,-0.010790705,2.907008397,0.010790705,-10.2532125,4.31894878,4.112447221,0.206501559,0,0,0,0,0
2795.38543,-1,1,-3.9486,9.2775,-0.113,0.113,-0.4461918,1.0483575,-0.010790705,2.888420968,0.010790705,-10.22369386,4.31894878,4.160528961,0.158419819,0,0,0,0,0
2828.56846,-1,1,-7.6682,1.4958,-0.113,0.113,-0.8665066,0.1690254,-0.010790705,2.835336843,0.010790705,-10.30783167,4.31894878,4.08210398,0.2368448,0,0,0,0,0
2861.95273,-1,1,-4.3185,0.2126,-0.113,0.113,-0.4879905,0.0240238,-0.010790705,2.864892475,0.010790705,-10.32155423,4.31894878,4.069430807,0.249517973,0,0,0,0,0
2894.84419,-1,1,-0.9315,-6.8997,-0.113,0.113,-0.1052595,-0.7796661,-0.010790705,2.888140199,0.010790705,-10.40053074,4.31894878,3.99656804,0.32238074,0,0,0,0,0
2911.091,-1,1,-10.3035,-11.6251,-0.113,0.113,-1.1642955,-1.3136363,-0.010790705,2.776533225,0.010790705,-10.44463433,4.31894878,3.949573667,0.369375113,0,0,0,0,0
2944.401,-1,1,-23.8009,-13.9578,-0.113,0.113,-2.6895017,-1.5772314,-0.010790705,2.629673671,0.010790705,-10.46320492,4.31894878,3.930893897,0.388054883,0,0,0,0,0
2977.158,256,1,-37.2411,-16.8728,28.928,0.113,-4.2082443,-1.9066264,2.760283058,2.483864142,0.010790705,-10.48549983,5.124248824,3.912634559,1.211614266,0,0,0,0,0
2999.364,256,1,-39.6308,-16.8838,28.928,0.113,-4.4782804,-1.9078694,2.760283058,2.470027981,0.010790705,-10.47877359,5.124248824,3.914409611,1.209839213,0,0,0,0,0
3064.96638,256,1,-31.0683,-16.9589,28.928,0.113,-3.5107179,-1.9163557,2.760283058,2.568945948,0.010790705,-10.47489633,5.124248824,3.90555594,1.218692884,0,0,0,0,0
3098.99779,256,1,-23.6205,-14.0808,28.928,0.113,-2.6691165,-1.5911304,2.760283058,2.648483407,0.010790705,-10.45346941,5.124248824,3.928421352,1.195827472,0,0,0,0,0
3134.69254,256,1,-18.7029,-12.9611,28.928,0.113,-2.1134277,-1.4646043,2.760283058,2.671514152,0.010790705,-10.46443852,5.124248824,3.936102042,1.188146782,0,0,0,0,0
3176.68085,256,1,-21.9645,-14.5522,28.928,0.113,-2.4819885,-1.6443986,2.760283058,2.616158281,0.010790705,-10.48509614,5.124248824,3.923413035,1.200835789,0,0,0,0,0
3210.17109,256,1,-15.8288,-9.9973,28.928,0.113,-1.7886544,-1.1296949,2.760283058,2.520232162,0.010790705,-10.5652768,5.124248824,3.967016159,1.157232665,0,0,0,0,0
3243.11374,256,1,-13.0915,-10.5135,28.928,0.113,-1.4793395,-1.1880255,2.760283058,2.47813031,0.010790705,-10.63720458,5.124248824,3.959240804,1.16500802,0,0,0,0,0
3258.743,256,1,143.1929,7.9774,28.928,0.113,16.1807977,0.9014462,2.760283058,4.143218579,0.010790705,-10.49608457,5.124248824,4.413013687,0.711235137,0,0,0,0,0
3309.85527,256,1,183.2536,9.9741,28.928,0.113,20.7076568,1.1270733,2.760283058,4.588231594,0.010790705,-10.47276203,5.124248824,4.59212837,0.532120454,0,0,0,0,0
3343.52258,256,1,214.8265,7.4533,28.928,0.113,24.2753945,0.8422229,2.760283058,4.959426069,0.010790705,-10.48719291,5.124248824,4.715176856,0.409071968,0,0,0,0,0
3386.35287,256,1,211.166,2.0354,28.928,0.113,23.861758,0.2300002,2.760283058,4.949262967,0.010790705,-10.52378846,5.124248824,4.645880757,0.478368067,0,0,0,0,0
3419.61483,256,1,214.957,7.9125,28.928,0.113,24.290141,0.8941125,2.760283058,4.999146691,0.010790705,-10.45301758,5.124248824,4.717450567,0.406798257,0,0,0,0,0
3452.97279,256,1,231.6875,7.2506,28.928,0.113,26.1806875,0.8193178,2.760283058,5.169579642,0.010790705,-10.45132836,5.124248824,4.799805376,0.324443448,0,0,0,0,0
3486.1999,256,1,240.5034,6.1909,28.928,0.113,27.1768842,0.6995717,2.760283058,5.268384219,0.010790705,-10.45597427,5.124248824,4.837654022,0.286594802,0,0,0,0,0
3519.63751,256,1,248.8809,0.7946,28.928,0.113,28.1235417,0.0897898,2.760283058,5.367961712,0.010790705,-10.51350292,5.124248824,4.836065161,0.288183663,0,0,0,0,0
3552.93076,256,1,247.9798,2.3729,28.928,0.113,28.0217174,0.2681377,2.760283058,5.363703814,0.010790705,-10.49456501,5.124248824,4.846574602,0.277674222,0,0,0,0,0
3586.18063,256,1,246.2682,4.456,28.928,0.113,27.8283066,0.503528,2.760283058,5.350777903,0.010790705,-10.47188003,5.124248824,4.856824634,0.26742419,0,0,0,0,0
3631.06611,256,1,248.916,3.0942,28.928,0.113,28.127508,0.3496446,2.760283058,5.378625853,0.010790705,-10.49253098,5.124248824,4.860456347,0.263792477,0,0,0,0,0
3647.352,256,1,252.4093,-2.286,28.928,0.113,28.5222509,-0.258318,2.760283058,5.411107883,0.010790705,-10.54462221,5.124248824,4.834926054,0.28932277,0,0,0,0,0
3697.81972,256,1,256.9425,-3.7773,28.928,0.113,29.0345025,-0.4268349,2.760283058,5.459921154,0.010790705,-10.55363552,5.124248824,4.849921708,0.274327116,0,0,0,0,0
3731.59299,256,1,256.1639,0.5508,28.928,0.113,28.9465207,0.0622404,2.760283058,5.451820589,0.010790705,-10.49795989,5.124248824,4.884366259,0.239882566,0,0,0,0,0
3764.3031,256,1,254.2592,2.4698,28.928,0.113,28.7312896,0.2790874,2.760283058,5.422092954,0.010790705,-10.46885661,5.124248824,4.892054324,0.2321945,0,0,0,0,0
3798.08704,256,1,253.5351,4.5301,28.928,0.113,28.6494663,0.5119013,2.760283058,5.409751597,0.010790705,-10.44664151,5.124248824,4.90545436,0.218794464,0,0,0,0,0
3831.39522,256,1,252.752,1.8613,28.928,0.113,28.560976,0.2103269,2.760283058,5.407046549,0.010790705,-10.46811127,5.124248824,4.876730775,0.247518049,0,0,0,0,0
3864.45379,256,1,251.0959,2.828,28.928,0.113,28.3738367,0.319564,2.760283058,5.395319809,0.010790705,-10.44179783,5.124248824,4.878823754,0.24542507,0,0,0,0,0
3897.65246,256,1,249.8465,-1.7056,28.928,0.113,28.2326545,-0.1927328,2.760283058,5.4082684,0.010790705,-10.46943688,5.124248824,4.8328314,0.291417424,0,0,0,0,0
3931.40013,256,1,250.0541,-1.1268,28.928,0.113,28.2561133,-0.1273284,2.760283058,5.443177182,0.010790705,-10.44036954,5.124248824,4.83977406,0.284474764,0,0,0,0,0
3964.41319,256,1,250.206,-0.8235,28.928,0.113,28.273278,-0.0930555,2.760283058,5.464263852,0.010790705,-10.42303008,5.124248824,4.843633872,0.280614952,0,0,0,0,0
3997.56705,256,1,248.5237,-3.8262,28.928,0.113,28.0831781,-0.4323606,2.760283058,5.453680783,0.010790705,-10.44422606,5.124248824,4.809345604,0.31490322,0,0,0,0,0
4030.83186,256,1,248.4914,-3.6453,28.928,0.113,28.0795282,-0.4119189,2.760283058,5.460454197,0.010790705,-10.44190354,5.124248824,4.809485604,0.31476322,0,0,0,0,0
4064.51552,256,1,252.2933,-2.6761,28.928,0.113,28.5091429,-0.3023993,2.760283058,5.504079915,0.010790705,-10.42381803,5.124248824,4.841601885,0.282646939,0,0,0,0,0
4080.374,256,1,253.7969,-4.1996,28.928,0.113,28.6790497,-0.4745548,2.760283058,5.537108809,0.010790705,-10.4416643,5.124248824,4.833292724,0.2909561,0,0,0,0,0
4130.82894,256,1,253.014,-9.3668,28.928,0.113,28.590582,-1.0584484,2.760283058,5.527205243,0.010790705,-10.48976003,5.124248824,4.787968657,0.336280167,0,0,0,0,0
4163.87685,256,1,248.9613,-11.4625,28.928,0.113,28.1326269,-1.2952625,2.760283058,5.477905519,0.010790705,-10.50623782,5.124248824,4.74940491,0.374843914,0,0,0,0,0
4197.81723,256,1,248.4343,-14.869,28.928,0.113,28.0730759,-1.680197,2.760283058,5.452887066,0.010790705,-10.55344551,5.124248824,4.718144318,0.406104507,0,0,0,0,0
4230.56575,256,1,249.3198,-14.0791,28.928,0.113,28.1731374,-1.5909383,2.760283058,5.446874653,0.010790705,-10.5600132,5.124248824,4.728654156,0.395594669,0,0,0,0,0
4264.09012,256,1,252.577,-13.7067,28.928,0.113,28.541201,-1.5488571,2.760283058,5.479007167,0.010790705,-10.56860159,5.124248824,4.747796913,0.376451911,0,0,0,0,0
4297.1238,256,1,250.8647,-13.0969,28.928,0.113,28.3477111,-1.4799497,2.760283058,5.459663853,0.010790705,-10.5683352,5.124248824,4.740886672,0.383362152,0,0,0,0,0
4330.61475,256,1,249.7836,-10.7375,28.928,0.113,28.2255468,-1.2133375,2.760283058,5.442721474,0.010790705,-10.53680534,5.124248824,4.756429537,0.367819287,0,0,0,0,0
4363.94498,256,1,249.4962,-7.3122,28.928,0.113,28.1930706,-0.8262786,2.760283058,5.431116884,0.010790705,-10.50179043,5.124248824,4.784766246,0.339482578,0,0,0,0,0
4396.99928,256,1,248.4794,-9.9525,28.928,0.113,28.0781722,-1.1246325,2.760283058,5.412161701,0.010790705,-10.53951838,5.124248824,4.75360187,0.370646954,0,0,0,0,0
4430.57628,256,1,250.4154,-16.1889,28.928,0.113,28.2969402,-1.8293457,2.760283058,5.434445977,0.010790705,-10.60132978,5.124248824,4.711220559,0.413028265,0,0,0,0,0
4463.95344,256,1,249.8347,-17.1699,28.928,0.113,28.2313211,-1.9401987,2.760283058,5.427196884,0.010790705,-10.61580477,5.124248824,4.69828144,0.425967385,0,0,0,0,0
4497.81275,256,1,253.9938,-21.4012,28.928,0.113,28.7012994,-2.4183356,2.760283058,5.47789811,0.010790705,-10.65725812,5.124248824,4.685554082,0.438694742,0,0,0,0,0
4530.95168,256,1,253.0784,-19.2083,28.928,0.113,28.5978592,-2.1705379,2.760283058,5.479055749,0.010790705,-10.62514216,5.124248824,4.700086661,0.424162163,0,0,0,0,0
4564.09986,256,1,250.4697,-20.6782,28.928,0.113,28.3030761,-2.3366366,2.760283058,5.464703429,0.010790705,-10.63107377,5.124248824,4.673178773,0.451070051,0,0,0,0,0
4596.9515,256,1,248.5944,-20.0884,28.928,0.113,28.0911672,-2.2699892,2.760283058,5.454205558,0.010790705,-10.62489066,5.124248824,4.665871334,0.45837749,0,0,0,0,0
4630.91321,256,1,246.6876,-19.8898,28.928,0.113,27.8756988,-2.2475474,2.760283058,5.569464316,0.010790705,-10.49670424,5.124248824,8.400873065,3.276624241,0,0,0,0,0
4664.28042,256,1,246.5577,-20.9956,28.928,0.113,27.8610201,-2.3725028,2.760283058,5.443560258,0.010790705,-10.63509176,5.124248824,4.645391068,0.478857756,0,0,0,0,0
